2022-07-08 13:12:40,015: Button.left
2022-07-08 13:12:40,154: Button.left
2022-07-08 13:12:40,319: Button.left
2022-07-08 13:12:40,483: Button.left
2022-07-08 13:12:40,663: Button.left
2022-07-08 13:12:40,819: Button.left
2022-07-08 13:12:40,975: Button.left
2022-07-08 13:12:41,131: Button.left
2022-07-08 13:12:41,285: Button.left
2022-07-08 13:12:41,451: Button.left
2022-07-08 13:12:41,621: Button.left
2022-07-08 13:12:41,776: Button.left
2022-07-08 13:12:41,949: Button.left
2022-07-08 13:12:42,097: Button.left
2022-07-08 13:12:42,253: Button.left
2022-07-08 13:12:42,401: Button.left
2022-07-08 13:12:42,564: Button.left
2022-07-08 13:12:42,727: Button.left
2022-07-08 13:12:42,907: Button.left
2022-07-08 13:12:43,071: Button.left
2022-07-08 13:12:43,227: Button.left
2022-07-08 13:12:43,390: Button.left
2022-07-08 13:12:43,561: Button.left
2022-07-08 13:12:43,725: Button.left
2022-07-08 13:12:43,881: Button.left
2022-07-08 13:12:44,037: Button.left
2022-07-08 13:12:44,201: Button.left
2022-07-08 13:12:44,387: Button.left
2022-07-08 13:12:44,551: Button.left
2022-07-08 13:12:44,723: Button.left
2022-07-08 13:12:44,895: Button.left
2022-07-08 13:12:45,065: Button.left
2022-07-08 13:12:45,237: Button.left
2022-07-08 13:12:45,409: Button.left
2022-07-08 13:12:45,581: Button.left
2022-07-08 13:12:45,751: Button.left
2022-07-08 13:12:45,907: Button.left
2022-07-08 13:12:46,071: Button.left
2022-07-08 13:12:46,219: Button.left
2022-07-08 13:12:46,383: Button.left
2022-07-08 13:12:46,555: Button.left
2022-07-08 13:12:46,717: Button.left
2022-07-08 13:12:46,873: Button.left
2022-07-08 13:12:47,029: Button.left
2022-07-08 13:12:47,201: Button.left
2022-07-08 13:12:47,373: Button.left
2022-07-08 13:12:47,537: Button.left
2022-07-08 13:12:47,691: Button.left
2022-07-08 13:12:47,848: Button.left
2022-07-08 13:12:48,002: Button.left
2022-07-08 13:12:48,151: Button.left
2022-07-08 13:12:48,299: Button.left
2022-07-08 13:12:48,455: Button.left
2022-07-08 13:12:48,627: Button.left
2022-07-08 13:12:48,907: Button.left
2022-07-08 13:12:49,032: Button.left
2022-07-08 13:12:49,165: Button.left
2022-07-08 13:12:49,256: Button.left
2022-07-08 13:12:49,356: Button.left
2022-07-08 13:12:49,470: Button.left
2022-07-08 13:12:49,563: Button.left
2022-07-08 13:12:49,673: Button.left
2022-07-08 13:12:49,777: Button.left
2022-07-08 13:12:49,997: Button.left
2022-07-08 13:12:50,098: Button.left
2022-07-08 13:12:50,217: Button.left
2022-07-08 13:12:50,316: Button.left
2022-07-08 13:12:50,427: Button.left
2022-07-08 13:12:50,526: Button.left
2022-07-08 13:12:50,621: Button.left
2022-07-08 13:12:50,707: Button.left
2022-07-08 13:12:50,815: Button.left
2022-07-08 13:12:50,940: Button.left
2022-07-08 13:12:51,034: Button.left
2022-07-08 13:12:51,143: Button.left
2022-07-08 13:12:51,293: Button.left
2022-07-08 13:12:51,487: Button.left
2022-07-08 13:12:51,610: Button.left
2022-07-08 13:12:51,734: Button.left
2022-07-08 13:12:51,861: Button.left
2022-07-08 13:12:51,984: Button.left
2022-07-08 13:12:52,108: Button.left
2022-07-08 13:12:52,227: Button.left
2022-07-08 13:12:52,343: Button.left
2022-07-08 13:12:52,466: Button.left
2022-07-08 13:12:52,693: Button.left
2022-07-08 13:12:52,810: Button.left
2022-07-08 13:12:52,927: Button.left
2022-07-08 13:12:53,115: Button.left
2022-07-08 13:12:53,239: Button.left
2022-07-08 13:12:53,425: Button.left
2022-07-08 13:12:53,575: Button.left
2022-07-08 13:12:53,707: Button.left
2022-07-08 13:12:53,830: Button.left
2022-07-08 13:12:53,963: Button.left
2022-07-08 13:12:54,096: Button.left
2022-07-08 13:12:54,228: Button.left
2022-07-08 13:12:54,344: Button.left
2022-07-08 13:12:54,477: Button.left
2022-07-08 13:12:54,602: Button.left
2022-07-08 13:12:54,735: Button.left
2022-07-08 13:12:54,859: Button.left
2022-07-08 13:12:54,985: Button.left
2022-07-08 13:12:55,117: Button.left
2022-07-08 13:12:55,257: Button.left
2022-07-08 13:12:55,389: Button.left
2022-07-08 13:12:55,537: Button.left
2022-07-08 13:12:55,677: Button.left
2022-07-08 13:12:55,841: Button.left
2022-07-08 13:12:55,972: Button.left
2022-07-08 13:12:56,129: Button.left
2022-07-08 13:12:56,252: Button.left
2022-07-08 13:12:56,395: Button.left
2022-07-08 13:12:56,535: Button.left
2022-07-08 13:12:56,666: Button.left
2022-07-08 13:12:56,814: Button.left
2022-07-08 13:12:56,947: Button.left
2022-07-08 13:12:57,078: Button.left
2022-07-08 13:12:57,227: Button.left
2022-07-08 13:12:57,375: Button.left
2022-07-08 13:12:57,508: Button.left
2022-07-08 13:12:57,649: Button.left
2022-07-08 13:12:57,797: Button.left
2022-07-08 13:12:57,945: Button.left
2022-07-08 13:12:58,084: Button.left
2022-07-08 13:12:58,224: Button.left
2022-07-08 13:12:58,356: Button.left
2022-07-08 13:12:58,491: Button.left
2022-07-08 13:12:58,623: Button.left
2022-07-08 13:12:58,746: Button.left
2022-07-08 13:12:58,878: Button.left
2022-07-08 13:12:59,021: Button.left
2022-07-08 13:12:59,144: Button.left
2022-07-08 13:12:59,276: Button.left
2022-07-08 13:12:59,409: Button.left
2022-07-08 13:12:59,548: Button.left
2022-07-08 13:12:59,682: Button.left
2022-07-08 13:12:59,808: Button.left
2022-07-08 13:12:59,922: Button.left
2022-07-08 13:13:00,049: Button.left
2022-07-08 13:13:00,164: Button.left
2022-07-08 13:13:00,312: Button.left
2022-07-08 13:13:00,453: Button.left
2022-07-08 13:13:00,609: Button.left
2022-07-08 13:13:00,734: Button.left
2022-07-08 13:13:00,866: Button.left
2022-07-08 13:13:01,007: Button.left
2022-07-08 13:13:01,130: Button.left
2022-07-08 13:13:01,262: Button.left
2022-07-08 13:13:01,397: Button.left
2022-07-08 13:13:01,520: Button.left
2022-07-08 13:13:01,645: Button.left
2022-07-08 13:13:01,800: Button.left
2022-07-08 13:13:01,962: Button.left
2022-07-08 13:13:02,105: Button.left
2022-07-08 13:13:02,236: Button.left
2022-07-08 13:13:02,387: Button.left
2022-07-08 13:13:02,519: Button.left
2022-07-08 13:13:02,667: Button.left
2022-07-08 13:13:02,807: Button.left
2022-07-08 13:13:02,930: Button.left
2022-07-08 13:13:03,095: Button.left
2022-07-08 13:13:03,210: Button.left
2022-07-08 13:13:03,344: Button.left
2022-07-08 13:13:03,937: Button.left
2022-07-08 13:13:05,288: Button.left
